"Name","Glycan Structure"
"G37552GO","WURCS=2.0/6,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5]/1-2-3-4-2-5-4-2-6-2-5/a4-b1_b4-c1_c3-d1_c6-g1_d2-e1_e4-f1_g2-h1_g6-j1_h4-i1_j4-k1"
"G37591JC","WURCS=2.0/6,10,9/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-4-2-5-6/a4-b1_b4-c1_c3-d1_c6-g1_d2-e1_e4-f1_g2-h1_h4-i1_i6-j2"
"G37861OJ","WURCS=2.0/3,4,3/[h2112h_2*NCC/3=O][a2112h-1b_1-5_6*OSO/3=O/3=O][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-2/a3-b1_b3-c1_c4-d1"
"G38297TU","WURCS=2.0/4,8,7/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-2-4-4-4/a4-b1_b4-c1_c3-d1_c6-f1_d2-e1_f3-g1_f6-h1"
"G40188OO","WURCS=2.0/4,4,3/[h2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4/a3-b1_a6-d2_b4-c1"
"G40413JC","WURCS=2.0/3,3,2/[h2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O_6*OSO/3=O/3=O][a2112h-1b_1-5_4*OSO/3=O/3=O]/1-2-3/a3-b1_b4-c1"
"G40491DT","WURCS=2.0/4,7,6/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-3-2-4/a4-b1_b3-c1_c4-d1_d3-e1_e4-f1_f6-g2"
"G78098IA","WURCS=2.0/2,2,1/[a212h-1b_1-5][a2112h-1b_1-5]/1-2/a4-b1"
"G99524KA","WURCS=2.0/4,8,7/[a2122h-1b_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O]/1-2-3-3-3-4-2-3/a4-b1_b3-c2_b4-f1_c8-d2_d8-e2_f3-g1_g3-h2"
"G01310VF","WURCS=2.0/7,18,17/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-2-5-6-4-2-5-6-2-5-6-7/a4-b1_a6-r1_b4-c1_c3-d1_c6-k1_d2-e1_d4-h1_e4-f1_f6-g2_h4-i1_i6-j2_k2-l1_k6-o1_l4-m1_m3-n2_o4-p1_p3-q2"
"G03796EF","WURCS=2.0/4,6,5/[h2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-4/a3-b1_b3-c1_c3-d1_c4-e1_e2-f1"
"G34252AT","WURCS=2.0/3,9,8/[a2122h-1x_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-3-3-3-3-2-3/a4-b1_b3-c1_b6-e1_c2-d1_e3-f1_e6-h1_f2-g1_h2-i1"
"G34330HT","WURCS=2.0/7,10,9/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O_4*OSO/3=O/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-4-2-6-7/a4-b1_b4-c1_c3-d1_c6-g1_d2-e1_e4-f1_g2-h1_h4-i1_i3-j2"
"G34626UE","WURCS=2.0/6,17,16/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-5-6-4-2-5-6-2-5-6/a4-b1_b4-c1_c3-d1_c6-k1_d2-e1_d4-h1_e4-f1_f6-g2_h4-i1_i6-j2_k2-l1_k6-o1_l4-m1_m6-n2_o4-p1_p6-q2"
"G34706DW","WURCS=2.0/4,6,5/[h2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-3-2/a3-b1_a6-e1_b3-c1_c4-d1_e4-f1"
"G34926IG","WURCS=2.0/2,4,3/[h2122h][a2122h-1a_1-5]/1-2-2-2/a4-b1_b4-c1_c6-d1"
"G37830TX","WURCS=2.0/6,7,6/[a2122h-1b_1-5][a2112h-1b_1-5][a2112h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][a2112h-1a_1-5_2*NCC/3=O]/1-2-3-4-2-5-6/a4-b1_b4-c1_c3-d1_d3-e1_e2-f1_e3-g1"
"G40585SO","WURCS=2.0/4,4,3/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a2112h-1a_1-5]/1-2-3-4/a4-b1_b3-c1_c4-d1"
"G40748TG","WURCS=2.0/2,2,1/[hxh][a2112h-1b_1-5]/1-2/a3-b1"
"G01670UQ","WURCS=2.0/6,10,9/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-4-2-5/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2_h2-i1_i4-j1"
"G40544US","WURCS=2.0/6,6,5/[a2122h-1x_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-5-6/a4-b1_b3-c1_c2-d1_d3-e1_d4-f1"
"G40709XS","WURCS=2.0/4,7,6/[h2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a2112h-1b_1-5_6*OSO/3=O/3=O]/1-2-3-2-3-2-4/a3-b1_a6-d1_b3-c1_d4-e1_e3-f1_f4-g1"
"G40909HG","WURCS=2.0/5,10,9/[a2112h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a2112h-1a_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-3-4-2-3-5-5/a3-b1_a6-j2_b4-c1_c3-d1_c6-g1_d3-e1_e3-f1_g4-h1_h6-i2"
"G40915GX","WURCS=2.0/4,6,5/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-4-4/a4-b1_b4-c1_c3-d1_c6-e1_e3-f1"
"G42927HH","WURCS=2.0/5,9,8/[h2112h_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-4-2-3-5/a3-b1_a6-d1_b3-c2_d4-e1_e3-f1_f3-g1_f4-i1_g3-h2"
"G75584LU","WURCS=2.0/4,8,7/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-2-2-4-2/a4-b1_b4-c1_c3-d1_c6-g1_d2-e1_d4-f1_g2-h1"
"G34754UR","WURCS=2.0/6,14,13/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-5-6-4-2-5-6/a4-b1_b4-c1_c3-d1_c6-k1_d2-e1_d6-h1_e4-f1_f6-g2_h4-i1_i6-j2_k2-l1_l4-m1_m6-n2"
"G37491LV","WURCS=2.0/7,12,11/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-2-4-2-5-7/a4-b1_a6-l1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f6-g2_i2-j1_j4-k1"
"G39299DH","WURCS=2.0/6,13,12/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-4-2-5-2-5-6/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f3-g2_h2-i1_h4-k1_i4-j1_k4-l1_l3-m2"
"G40757HO","WURCS=2.0/4,6,5/[a2112h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-3/a3-b1_a6-e1_b4-c1_c3-d2_e4-f1"
"G45215IJ","WURCS=2.0/5,9,8/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-3-4-2-5/a4-b1_b3-c1_c3-d1_c4-e1_e3-f1_f3-g1_f4-h1_h3-i2"
"G90562PB","WURCS=2.0/3,3,2/[a2122h-1b_1-5][a2112h-1b_1-5][a2112h-1b_1-5_2*NCC/3=O]/1-2-3/a4-b1_b4-c1"
"G91079GH","WURCS=2.0/3,4,3/[a2122h-1a_1-5_2*N][a1122h-1a_1-5][a1122h-1a_1-5_6*OP^XOCCN/3O/3=O]/1-2-2-3/a4-b1_b6-c1_c2-d1"
"G01748MD","WURCS=2.0/3,8,7/[a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-1-2-3-1-3/a3-b1_b3-c1_b4-d1_d3-e1_e3-f1_e4-g1_g2-h1"
"G33972SX","WURCS=2.0/5,10,9/[a2122h-1x_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5]/1-2-3-4-5-3-4-5-4-5/a4-b1_b3-c1_b6-f1_c2-d1_d4-e1_f2-g1_f6-i1_g4-h1_i4-j1"
"G34853GU","WURCS=2.0/3,4,3/[a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-2-3/a3-b1_b6-c1_c6-d2"
"G34863TS","WURCS=2.0/4,6,5/[a2112h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-3-4/a3-b1_a6-d1_b3-c1_d4-e1_e3-f2"
"G35350DS","WURCS=2.0/5,6,5/[a2122h-1b_1-5][a2112h-1b_1-5][a2112h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][a2112h-1a_1-5]/1-2-3-2-4-5/a4-b1_b3-c1_c4-d1_d2-e1_d3-f1"
"G37641EM","WURCS=2.0/4,4,3/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1221m-1a_1-5]/1-2-3-4/a4-b1_a6-d1_b4-c1"
"G37974GN","WURCS=2.0/4,9,8/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-3-2-4-4-4/a4-b1_b3-c1_c3-d1_c4-i1_d3-e1_e3-f1_e4-h1_f2-g1"
"G40269CS","WURCS=2.0/3,3,2/[h2112h_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3/a3-b1_b3-c2"
"G40343KH","WURCS=2.0/8,22,21/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-7-2-5-6-7-4-2-5-6-7-2-5-6-7-8/a4-b1_a6-v1_b4-c1_c3-d1_c6-m1_d2-e1_d4-i1_e4-f1_f3-g2_f4-h1_i4-j1_j3-k2_j4-l1_m2-n1_m6-r1_n4-o1_o3-p2_o4-q1_r4-s1_s3-t2_s4-u1"
"G40482NA","WURCS=2.0/6,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-5-2-5-4-2-5-6/a4-b1_a6-l1_b4-c1_c3-d1_c6-i1_d2-e1_d4-g1_e4-f1_g3-h1_i2-j1_j4-k1"
"G40792HV","WURCS=2.0/3,8,7/[h2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-2-3-2-3-2/a3-b1_a6-g1_b3-c1_b6-e1_c3-d1_e4-f1_g4-h1"
"G41928NU","WURCS=2.0/5,12,11/[h2112h_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-5-2-4-2-5-5-4-2/a3-b1_a6-d1_b3-c2_d3-e1_d4-f1_f3-g1_f6-k1_g3-h1_g4-j1_h2-i1_k4-l1"
"G37597VQ","WURCS=2.0/4,7,6/[a2112h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-4-3-2/a3-b1_a6-f1_b3-c1_c3-d1_d2-e1_f4-g1"
"G37986HU","WURCS=2.0/7,9,8/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-4-7/a4-b1_a6-i1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2"
"G38371WW","WURCS=2.0/7,9,8/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-4-7/a4-b1_a6-i1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2"
"G38465NT","WURCS=2.0/4,6,5/[h2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5_6*OSO/3=O/3=O]/1-2-3-4-3-2/a3-b1_a6-e1_b3-c1_c4-d1_e3-f1"
"G40903ZD","WURCS=2.0/7,18,17/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-2-5-6-4-2-5-6-2-5-6-7/a4-b1_a6-r1_b4-c1_c3-d1_c6-k1_d2-e1_d6-h1_e4-f1_f3-g2_h4-i1_i3-j2_k2-l1_k4-o1_l4-m1_m3-n2_o4-p1_p3-q2"
"G40906DZ","WURCS=2.0/5,14,13/[a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-1-2-3-1-4-1-4-3-1-4-1-5-4/a4-b1_b4-c1_c3-d1_c6-i1_d2-e1_d4-g1_e4-f1_g4-h1_i2-j1_i6-l1_j4-k1_l3-m1_l4-n1"
"G77285LE","WURCS=2.0/3,8,7/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-2-3-2-3-2/a4-b1_b3-c1_c4-d1_d3-e1_e4-f1_f3-g1_g4-h1"
"G03564IA","WURCS=2.0/4,9,8/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-3-4-2-4/a4-b1_b3-c1_c3-d1_c4-e1_e3-f1_f3-g1_f4-h1_h2-i1"
"G34731QC","WURCS=2.0/6,14,13/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-4-2-5-6-2-5-6/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2_h2-i1_h4-l1_i4-j1_j3-k2_l4-m1_m3-n2"
"G34815RA","WURCS=2.0/6,8,7/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-4/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2"
"G35199BM","WURCS=2.0/5,7,6/[h2112h_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O_6*OSO/3=O/3=O][a1221m-1a_1-5]/1-2-3-4-5-2-3/a3-b1_a6-d1_b3-c2_d3-e1_d4-f1_f3-g2"
"G37276TY","WURCS=2.0/5,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O]/1-2-3-4-2-5-2-4-2-5-2-5/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_d4-g1_e4-f1_h2-i1_h6-k1_i4-j1_k4-l1"
"G37296SI","WURCS=2.0/4,7,6/[h2122h_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-4-4-3-4/a4-b1_b3-c1_b4-e1_b6-f1_c2-d1_f2-g1"
"G37562WX","WURCS=2.0/6,17,16/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-6-2-6-4-2-5-6-2-5-6-5/a4-b1_a6-q1_b4-c1_c3-d1_c6-j1_d2-e1_e3-f1_e4-g1_g3-h1_h4-i1_j2-k1_k3-l1_k4-m1_m3-n1_n3-o1_n4-p1"
"G37745NY","WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][a2112h-1a_1-5_2*NCC/3=O]/1-2-3-4-2-5-6-5-7-4-2-5/a4-b1_a6-l1_b4-c1_c3-d1_c6-j1_d2-e1_e3-f1_e4-g1_g2-h1_g3-i1_j2-k1"
"G37841WI","WURCS=2.0/6,12,11/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-5-2-4-2-5-6-6/a4-b1_a6-l1_b4-c1_c3-d1_c4-g1_c6-h1_d2-e1_e4-f1_h2-i1_i4-j1_j2-k1"
"G38022PE","WURCS=2.0/6,14,13/[a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-1-2-3-1-4-5-1-4-5-3-1-4-6/a4-b1_a6-n1_b4-c1_c3-d1_c6-k1_d2-e1_d4-h1_e4-f1_f6-g2_h4-i1_i3-j2_k2-l1_l4-m1"
"G38267IW","WURCS=2.0/6,17,16/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-5-6-4-2-5-6-2-5-6/a4-b1_b4-c1_c3-d1_c6-k1_d2-e1_d6-h1_e4-f1_f6-g2_h4-i1_i3-j2_k2-l1_k4-o1_l4-m1_m3-n2_o4-p1_p3-q2"
"G54511PJ","WURCS=2.0/5,8,7/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O]/1-2-3-2-4-5-5-2/a4-b1_b3-c1_b4-g1_c3-d1_d3-e2_d4-f1_g3-h1"
"G64919UI","WURCS=2.0/5,7,6/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O]/1-2-3-2-4-5-5/a4-b1_b3-c1_b4-g1_c3-d1_d3-e2_d4-f1"
"G34465ZP","WURCS=2.0/4,6,5/[h2122h_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-4-3-4/a4-b1_b3-c1_b6-e1_c2-d1_e2-f1"
"G34622QG","WURCS=2.0/6,8,7/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-6-5/a4-b1_a6-h1_b4-c1_c6-d1_d2-e1_e3-f1_e4-g1"
"G35139NO","WURCS=2.0/6,15,14/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-6-2-5-6-4-2-5-6-5/a4-b1_a6-o1_b4-c1_c3-d1_c6-k1_d2-e1_d4-h1_e3-f1_e4-g1_h3-i1_h4-j1_k2-l1_l3-m1_l4-n1"
"G37481QP","WURCS=2.0/4,4,3/[a2122h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O]/1-2-3-4/a4-b1_b3-c2_b4-d1"
"G37827FY","WURCS=2.0/6,9,8/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-5-6-4-2/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f2-g1_h2-i1"
"G43558RC","WURCS=2.0/5,13,12/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-2-5-4-2-5-2-5/a4-b1_b4-c1_c3-d1_c6-i1_d2-e1_d6-g1_e4-f1_g4-h1_i2-j1_i4-l1_j4-k1_l4-m1"
"G37260FV","WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-4-2-5-5-7/a4-b1_a6-l1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2_h2-i1_i4-j1_j3-k1"
"G35484EX","WURCS=2.0/6,14,13/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-5-2-5-4-2-5-2-5-6/a4-b1_a6-n1_b4-c1_c3-d1_c6-i1_d2-e1_d4-g1_e4-f1_g3-h1_i2-j1_i6-l1_j4-k1_l4-m1"
"G35827XH","WURCS=2.0/4,7,6/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-3-2-4/a4-b1_b3-c1_c3-d1_c4-g1_d3-e1_e3-f1"
"G36859SD","WURCS=2.0/5,8,7/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-4-2/a4-b1_b4-c1_c3-d1_c6-g1_d2-e1_e4-f1_g2-h1"
"G38997JB","WURCS=2.0/6,17,16/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-6-2-6-4-2-5-6-2-5-6-5/a4-b1_a6-q1_b4-c1_c3-d1_c6-j1_d2-e1_e3-f1_e4-g1_g3-h1_h4-i1_j2-k1_k3-l1_k4-m1_m3-n1_n3-o1_n4-p1"
"G39035OI","WURCS=2.0/7,15,14/[h2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-4-2-5-6-2-5-6-7/a4-b1_a6-o1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2_h2-i1_h4-l1_i4-j1_j3-k2_l4-m1_m3-n2"
"G39422JF","WURCS=2.0/3,4,3/[h2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-3/a3-b1_b3-c1_b6-d1"
"G39611QP","WURCS=2.0/5,6,5/[h2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-4-5/a3-b1_b3-c1_c3-d1_c4-f1_d3-e2"
"G39818NQ","WURCS=2.0/4,5,4/[h2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-4/a4-b1_b3-c1_c3-d1_c6-e2"
"G39861AN","WURCS=2.0/5,12,11/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-3-2-3-2-3-4-2-5/a4-b1_b3-c1_c4-d1_d3-e1_e4-f1_f3-g1_g4-h1_h3-i1_i3-j1_i4-k1_k3-l2"
